,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p1_crowns,p2_crowns
1292,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Tornado,Lightning,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Ice Golem,X-Bow,The Log,1,0
1293,Royal Giant,Baby Dragon,Lightning,Barbarian Barrel,Electro Wizard,Furnace,Mega Minion,Skeletons,P.E.K.K.A,Balloon,Zap,Skeleton Army,Witch,Minion Horde,Bandit,Prince,1,0
1294,P.E.K.K.A,Electro Wizard,Miner,Poison,Mortar,Goblin Gang,Spear Goblins,Barbarian Barrel,Bats,Dark Prince,Skeleton Barrel,Witch,Night Witch,Golem,Clone,Poison,1,0
1295,P.E.K.K.A,Poison,Tornado,Barbarian Barrel,Miner,Ice Wizard,Tesla,Skeletons,Magic Archer,Bats,Royal Hogs,Mega Knight,Electro Wizard,Fireball,The Log,Spear Goblins,0,1
1296,P.E.K.K.A,Poison,Tornado,Barbarian Barrel,Miner,Ice Wizard,Tesla,Skeletons,Valkyrie,The Log,Hog Rider,Rocket,Executioner,Tornado,Goblins,Ice Spirit,0,1
1297,P.E.K.K.A,Poison,Tornado,Barbarian Barrel,Miner,Ice Wizard,Tesla,Skeletons,P.E.K.K.A,Executioner,Balloon,Miner,Tornado,Zap,Ice Spirit,Skeletons,0,3
1298,P.E.K.K.A,Baby Dragon,Poison,Tornado,Graveyard,Ice Wizard,Furnace,Barbarian Barrel,Wall Breakers,Poison,Dark Prince,Prince,Lightning,Inferno Tower,Executioner,Electro Wizard,1,0
1299,Elixir Golem,Executioner,Night Witch,Poison,Tornado,The Log,Skeletons,Graveyard,X-Bow,Tesla,Archers,Ice Golem,Skeletons,Ice Spirit,The Log,Fireball,1,2
1300,Elixir Golem,Executioner,Night Witch,Poison,Tornado,The Log,Skeletons,Graveyard,X-Bow,Ice Wizard,Tesla,Tornado,Rocket,The Log,Skeletons,Mega Minion,0,1
1301,Elixir Golem,Executioner,Night Witch,Poison,Tornado,The Log,Skeletons,Graveyard,Bandit,Night Witch,Graveyard,Mega Knight,Poison,Baby Dragon,Electro Wizard,Tornado,2,1
1302,Elixir Golem,Executioner,Night Witch,Poison,Tornado,The Log,Skeletons,Graveyard,Arrows,Skeleton Army,Minion Horde,Witch,Lightning,Goblin Giant,Musketeer,Baby Dragon,2,0
1303,Baby Dragon,Graveyard,Freeze,Tornado,Bowler,Inferno Dragon,Electro Wizard,Ice Wizard,Wizard,Balloon,Rage,P.E.K.K.A,Mini P.E.K.K.A,Minion Horde,Zap,Knight,1,0
1304,Mirror,Heal,Bats,Wall Breakers,Ice Spirit,Giant Snowball,Skeletons,The Log,Executioner,Guards,Baby Dragon,Tornado,Valkyrie,Bomber,Hog Rider,Earthquake,1,2
1305,Mirror,Barbarian Barrel,Bats,Elixir Golem,Ice Spirit,Giant Snowball,Skeletons,The Log,Tornado,Night Witch,Elixir Golem,The Log,Sparky,Poison,Electro Wizard,Executioner,0,3
1306,Mirror,Barbarian Barrel,Bats,Elixir Golem,Ice Spirit,Giant Snowball,Skeletons,The Log,Executioner,P.E.K.K.A,Lumberjack,Electro Wizard,The Log,Cannon,Minions,Zap,1,0
1307,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Rocket,Tornado,Furnace,Royal Giant,Barbarian Barrel,Musketeer,Giant Snowball,Baby Dragon,Tornado,Royal Ghost,0,1
1308,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Valkyrie,Baby Dragon,Ice Wizard,Graveyard,Barbarian Barrel,Poison,Tornado,Goblin Cage,0,3
1309,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,0,1
1310,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Mega Knight,Royal Giant,Executioner,Tornado,Lightning,Magic Archer,Skeletons,The Log,1,0
1311,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Golem,Executioner,Night Witch,Baby Dragon,Goblin Cage,Barbarian Barrel,Tornado,Lightning,0,1
1312,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Rocket,Dart Goblin,Goblin Gang,Goblin Barrel,Valkyrie,Princess,Rascals,Giant Snowball,1,0
1313,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Elixir Golem,Miner,Fisherman,Mega Minion,The Log,Witch,Night Witch,Poison,1,0
1314,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Arrows,Inferno Dragon,Skeleton Army,Zap,Prince,Graveyard,The Log,Inferno Tower,1,0
1315,Bats,Ice Spirit,Valkyrie,Archers,The Log,Mortar,Tornado,Rocket,Golem,Baby Dragon,Royal Giant,Royal Recruits,Rocket,Zap,Barbarians,Skeleton Army,2,1
1316,Bats,Ice Spirit,Valkyrie,Musketeer,The Log,Mortar,Tornado,Rocket,Executioner,Skeletons,Tornado,Valkyrie,Night Witch,The Log,Elixir Golem,Rocket,0,1
1317,Bats,Ice Spirit,Valkyrie,Musketeer,The Log,Mortar,Tornado,Rocket,Minions,Arrows,Fireball,Giant,Inferno Dragon,Hog Rider,Night Witch,Guards,1,0
1318,Bats,Skeletons,Valkyrie,Musketeer,The Log,Mortar,Archers,Fireball,Golem,Fire Spirits,Lumberjack,Night Witch,Tesla,Rocket,Bats,Clone,1,2
1319,Goblin Cage,Dark Prince,Graveyard,Executioner,Tornado,Poison,Giant Skeleton,Baby Dragon,Fisherman,P.E.K.K.A,Baby Dragon,Wall Breakers,Miner,Mega Minion,Rocket,Ice Wizard,1,0
1320,Graveyard,Valkyrie,Baby Dragon,Goblin Cage,Magic Archer,Skeletons,Poison,The Log,Skeleton Army,Princess,Balloon,Bats,Rage,Sparky,Mega Knight,Witch,1,2
1321,P.E.K.K.A,Royal Giant,Executioner,Tornado,Rocket,Ice Spirit,Skeletons,The Log,Goblins,X-Bow,Poison,Tornado,Rocket,Executioner,Bomb Tower,Valkyrie,1,0
1322,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Battle Ram,Zap,Electro Wizard,Bandit,Royal Ghost,Magic Archer,Poison,P.E.K.K.A,2,0
1323,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Knight,P.E.K.K.A,The Log,Princess,Goblin Barrel,Goblin Gang,Dart Goblin,Rocket,1,0
1324,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,P.E.K.K.A,Tornado,Ice Spirit,Mega Minion,X-Bow,Executioner,Skeletons,Zap,1,0
1325,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Bats,Magic Archer,Wall Breakers,Bomb Tower,Miner,Skeletons,Zap,Valkyrie,3,1
1326,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Poison,Wall Breakers,Miner,Valkyrie,Bats,Bomb Tower,The Log,Magic Archer,3,0
1327,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Goblin Barrel,Inferno Tower,Bandit,Fire Spirits,Rocket,The Log,Princess,Dark Prince,2,0
1328,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Bandit,Minions,Miner,Barbarian Barrel,Wall Breakers,Musketeer,Zap,Bomb Tower,3,0
1329,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,0,1
1330,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Mega Knight,Wizard,Skeleton Army,Inferno Tower,Sparky,Electro Wizard,Hog Rider,Zap,0,1
1331,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Mini P.E.K.K.A,Graveyard,Baby Dragon,Ice Golem,Freeze,Furnace,Barbarian Barrel,Musketeer,1,0
1332,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Elixir Golem,Executioner,Magic Archer,Night Witch,Rocket,Skeletons,The Log,Tornado,1,0
1333,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Executioner,Valkyrie,Wizard,Electro Wizard,P.E.K.K.A,Prince,Bandit,Lightning,0,1
1334,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Freeze,Executioner,Tornado,Bowler,Graveyard,Baby Dragon,Guards,Ice Wizard,1,0
1335,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Graveyard,Hunter,Lightning,Giant Snowball,Goblin Cage,Ram Rider,Mega Knight,Freeze,0,1
1336,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Golem,Goblin Gang,Bats,Freeze,Lumberjack,Hunter,Night Witch,Baby Dragon,1,0
1337,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Hog Rider,Musketeer,The Log,Zap,Valkyrie,Princess,Mini P.E.K.K.A,Mega Knight,1,0
1339,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Lumberjack,Ice Wizard,Balloon,The Log,Valkyrie,Flying Machine,Baby Dragon,Knight,1,0
1340,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Lava Hound,Baby Dragon,Flying Machine,Lumberjack,Skeleton Army,Bats,Clone,Giant Snowball,1,0
1341,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Goblin Hut,The Log,Elite Barbarians,Furnace,Goblin Gang,Goblin Barrel,Inferno Tower,Electro Wizard,1,0
1342,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Goblin Gang,Princess,Knight,The Log,Ice Spirit,Inferno Tower,Goblin Barrel,Rocket,1,0
1343,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Skeleton Army,Tornado,Wizard,Balloon,Arrows,Miner,Valkyrie,Inferno Tower,1,0
1344,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Elite Barbarians,Witch,Rage,Lava Hound,Skeleton Army,Clone,Wizard,Inferno Dragon,1,0
1345,Royal Giant,Poison,Knight,Earthquake,Skeletons,Giant Snowball,Executioner,Tornado,Executioner,Valkyrie,Dark Prince,Prince,The Log,Tornado,Witch,Ram Rider,0,1
1346,Royal Giant,Poison,Knight,Earthquake,Skeletons,Ice Spirit,Executioner,Tornado,Balloon,Giant Skeleton,Wizard,Valkyrie,Furnace,Lumberjack,Freeze,Fireball,1,0
1347,Spear Goblins,Miner,Cannon,Skeleton Army,Baby Dragon,Fireball,Minion Horde,Inferno Tower,Minion Horde,Rage,Giant,Knight,Inferno Dragon,Wizard,Goblin Gang,Poison,1,0
1348,Ice Golem,Earthquake,Executioner,Poison,Magic Archer,Royal Giant,Tornado,Valkyrie,Mega Knight,Valkyrie,Executioner,Freeze,Graveyard,Magic Archer,Bomb Tower,Tornado,0,1
1349,Ice Golem,Earthquake,Executioner,Poison,Magic Archer,Royal Giant,Tornado,Valkyrie,Mega Knight,Night Witch,Electro Wizard,Poison,Giant Snowball,Graveyard,Goblin Cage,Baby Dragon,0,1
1350,Ice Golem,Earthquake,Executioner,Poison,Magic Archer,Royal Giant,Tornado,Valkyrie,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,1,0
1351,Goblin Barrel,The Log,Princess,Goblin Gang,Bandit,Dark Prince,Rascals,Rocket,Barbarians,Magic Archer,Furnace,Royal Hogs,Poison,Bats,Guards,The Log,0,3
1352,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,0,1
1353,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Bandit,Magic Archer,Poison,Zap,Battle Ram,Electro Wizard,P.E.K.K.A,Royal Ghost,1,0
1354,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Skeletons,Elixir Golem,Lightning,Zap,Tornado,Executioner,Sparky,Mini P.E.K.K.A,1,0
1355,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Goblin Cage,Electro Dragon,Barbarian Barrel,Poison,Baby Dragon,Night Witch,Tornado,Golem,1,0
1356,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Bats,Executioner,Giant,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,1,0
1357,Executioner,Bowler,Baby Dragon,Tornado,Goblins,Freeze,Graveyard,Knight,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,3,1
1358,Valkyrie,Hog Rider,Executioner,Goblins,Ice Spirit,The Log,Tornado,Rocket,Goblins,The Log,Executioner,Ice Spirit,Earthquake,Hog Rider,Valkyrie,Tornado,1,0
1359,Valkyrie,Hog Rider,Executioner,Goblins,Ice Spirit,The Log,Tornado,Rocket,Zap,Mini P.E.K.K.A,Furnace,Bomber,Minions,Miner,Witch,Hog Rider,3,0
1360,Valkyrie,Hog Rider,Executioner,Goblins,Ice Spirit,The Log,Tornado,Rocket,Freeze,Tornado,Executioner,Mini P.E.K.K.A,Princess,Valkyrie,Zap,Graveyard,1,0
1361,Mega Knight,Royal Giant,Executioner,Tornado,Lightning,Magic Archer,Skeletons,The Log,Royal Giant,Ice Wizard,Minions,Goblin Gang,Fire Spirits,Furnace,Baby Dragon,Arrows,1,0
1362,Barbarian Barrel,Bandit,Inferno Dragon,Magic Archer,Mega Knight,Miner,Wall Breakers,Zap,Sparky,Executioner,Electro Wizard,Princess,Wizard,Dart Goblin,Zap,The Log,2,0
1363,Barbarian Barrel,Bandit,Inferno Dragon,Magic Archer,Mega Knight,Miner,Wall Breakers,Zap,Baby Dragon,Executioner,Skeletons,Night Witch,Elixir Golem,Lightning,Ice Wizard,Tornado,1,0
1364,Lumberjack,Executioner,Electro Wizard,Night Witch,Goblin Giant,Poison,The Log,Tornado,Valkyrie,Wall Breakers,Miner,Magic Archer,Bats,Skeletons,Bomb Tower,Zap,1,2
1365,Lumberjack,Executioner,Electro Wizard,Night Witch,Goblin Giant,Poison,The Log,Tornado,Royal Giant,Dark Prince,Dart Goblin,Miner,The Log,Bats,Furnace,Baby Dragon,1,2
1366,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Night Witch,Graveyard,Giant,Giant Snowball,Poison,Dark Prince,Musketeer,Barbarian Barrel,1,0
1367,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Giant,Minions,Minion Horde,Night Witch,The Log,Zap,Fireball,Miner,1,3
1368,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Ice Spirit,Skeletons,Barbarian Barrel,Knight,Earthquake,Tornado,Hog Rider,Executioner,1,0
1369,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Goblin Barrel,Goblin Gang,Dart Goblin,Executioner,Poison,The Log,Miner,Mega Knight,1,0
1370,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,P.E.K.K.A,Ram Rider,Lumberjack,Barbarian Barrel,Lightning,Giant Snowball,Electro Wizard,Magic Archer,1,0
1371,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Sparky,Giant,Barbarian Barrel,Ice Wizard,Lightning,Tornado,Night Witch,Baby Dragon,1,0
1372,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Golem,Night Witch,Baby Dragon,Dark Prince,Executioner,Tornado,The Log,Lightning,2,0
1373,Valkyrie,Bomb Tower,Ice Wizard,Goblins,Rocket,Miner,Wall Breakers,Tornado,Miner,The Log,Dark Prince,Poison,Inferno Tower,Mega Minion,Royal Giant,Giant Snowball,0,1
1374,Valkyrie,Bomb Tower,Ice Wizard,Goblins,Rocket,Miner,Wall Breakers,Tornado,Mega Knight,Royal Giant,Executioner,Tornado,Lightning,Ice Spirit,Skeletons,The Log,1,0
1375,Giant Skeleton,Miner,Magic Archer,Bomb Tower,Ice Wizard,Goblins,Rocket,Tornado,Mega Knight,Royal Giant,Executioner,Tornado,Lightning,Ice Spirit,Skeletons,The Log,0,1
1376,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,Balloon,Executioner,P.E.K.K.A,Freeze,Tornado,Valkyrie,Ice Wizard,Zap,1,0
1377,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,Miner,The Log,Dark Prince,Poison,Inferno Tower,Mega Minion,Royal Giant,Giant Snowball,1,0
1378,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,Golem,Night Witch,Baby Dragon,Executioner,Furnace,Barbarian Barrel,Tornado,Lightning,0,1
1379,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,X-Bow,Tornado,Knight,Rocket,Executioner,Tesla,Skeletons,The Log,1,0
1380,P.E.K.K.A,Baby Dragon,Bandit,Poison,Minions,Battle Ram,Goblin Gang,Barbarian Barrel,P.E.K.K.A,Dark Prince,Electro Wizard,Poison,Bandit,Battle Ram,Zap,Musketeer,1,0
1381,P.E.K.K.A,Baby Dragon,Bandit,Poison,Minions,Battle Ram,Wizard,Barbarian Barrel,P.E.K.K.A,Bandit,Magic Archer,Electro Wizard,Lightning,Ram Rider,Barbarian Barrel,Giant Snowball,0,1
1382,Golem,Baby Dragon,Bandit,Poison,Minions,Cannon Cart,Hunter,Barbarian Barrel,Hog Rider,The Log,Musketeer,Ice Golem,Skeletons,Cannon,Fireball,Ice Spirit,0,1
1383,Golem,Baby Dragon,Bandit,Poison,Minions,Cannon Cart,Hunter,Barbarian Barrel,Elixir Golem,Fisherman,The Log,Mega Minion,Miner,Night Witch,Poison,Witch,3,1
1384,P.E.K.K.A,Baby Dragon,Bandit,Poison,Minions,Battle Ram,Royal Ghost,Barbarian Barrel,Elixir Golem,Night Witch,Magic Archer,Executioner,Skeletons,Rocket,Tornado,The Log,0,1
1385,P.E.K.K.A,Baby Dragon,Bandit,Poison,Minions,Battle Ram,Royal Ghost,Barbarian Barrel,Wizard,Graveyard,Freeze,Valkyrie,Tornado,Bowler,Inferno Dragon,Arrows,0,1
1386,P.E.K.K.A,Baby Dragon,Bandit,Poison,Minions,Battle Ram,Royal Ghost,Barbarian Barrel,X-Bow,Ice Wizard,Tesla,Skeletons,Rocket,The Log,Mega Minion,Valkyrie,1,0
1387,Golem,Baby Dragon,Bandit,Poison,Minions,Cannon Cart,Goblin Cage,Barbarian Barrel,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons,0,1
1388,Golem,Baby Dragon,Bandit,Poison,Minions,Cannon Cart,Wizard,Barbarian Barrel,Poison,Zap,Bandit,Furnace,Musketeer,Bats,Miner,P.E.K.K.A,0,1
1389,Golem,Baby Dragon,Bandit,Poison,Minions,Cannon Cart,Wizard,Barbarian Barrel,Miner,Prince,The Log,Executioner,Giant Skeleton,Ice Wizard,Tornado,Tesla,0,1
1390,Golem,Baby Dragon,Bandit,Barbarian Barrel,Poison,Dart Goblin,Prince,Hunter,Arrows,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,2,1
1391,Poison,Zap,Bandit,Battle Ram,P.E.K.K.A,Electro Wizard,Magic Archer,Royal Ghost,Wizard,Mega Knight,Zap,Hog Rider,Sparky,Furnace,Valkyrie,Mirror,1,0
1392,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Tornado,Skeleton Army,Magic Archer,Valkyrie,Freeze,Executioner,Graveyard,Mega Knight,0,1
1393,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Executioner,Valkyrie,Baby Dragon,Goblins,Graveyard,Freeze,Barbarian Barrel,Tornado,1,0
1394,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Tornado,Archers,Skeletons,Tesla,X-Bow,Knight,Rocket,The Log,1,0
1395,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Graveyard,Poison,Tornado,Valkyrie,Baby Dragon,Mega Knight,Ice Wizard,Barbarian Barrel,1,0
1396,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Giant Snowball,Baby Dragon,Poison,Night Witch,Electro Wizard,Graveyard,Mega Knight,Goblin Cage,1,0
1397,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Lumberjack,Giant Snowball,Executioner,Guards,Tornado,Balloon,Ice Wizard,Freeze,1,0
1398,Executioner,Balloon,Freeze,Mega Minion,Guards,Lumberjack,Barbarian Barrel,Tornado,Archers,Hog Rider,Musketeer,Poison,Goblin Hut,Valkyrie,Mini P.E.K.K.A,Zap,1,0
1399,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Lumberjack,Guards,Balloon,Barbarian Barrel,Bats,Freeze,Zap,Archers,0,1
1400,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Valkyrie,Executioner,Skeletons,Bomb Tower,Miner,Tornado,Wall Breakers,Rocket,1,0
1401,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Golem,Night Witch,Magic Archer,Executioner,Goblin Cage,Lightning,Tornado,Barbarian Barrel,0,1
1402,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Elixir Golem,Night Witch,Hunter,Executioner,The Log,Tornado,Poison,Graveyard,0,1
1403,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Zap,Barbarian Barrel,Bats,Wall Breakers,Bandit,Miner,Witch,Mega Knight,1,0
1404,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Arrows,Royal Ghost,Valkyrie,Rage,Witch,Balloon,Electro Wizard,Mini P.E.K.K.A,1,0
1405,Lumberjack,Balloon,Dart Goblin,Freeze,Bats,Ice Golem,Zap,Ice Spirit,Hog Rider,Ice Spirit,Skeletons,Ice Golem,Fireball,Cannon,The Log,Musketeer,0,1
1406,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,0,1
1407,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,1,0
1408,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Wall Breakers,Mega Knight,Tornado,Bandit,Miner,Zap,Bats,Executioner,1,0
1409,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Mega Knight,Night Witch,Goblin Cage,Graveyard,Giant Snowball,Electro Wizard,Poison,Baby Dragon,1,0
1410,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Giant Snowball,Barbarian Barrel,Ram Rider,P.E.K.K.A,Lightning,Electro Wizard,Bandit,Magic Archer,3,0
1411,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Valkyrie,Miner,Skeletons,Bats,Poison,Mortar,Musketeer,Giant Snowball,1,0
1412,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Mirror,Sparky,Tornado,The Log,Elixir Golem,Executioner,Skeletons,Rocket,0,1
1413,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Zap,Lightning,Mega Minion,The Log,Goblin Gang,Lumberjack,Golem,Night Witch,1,0
1414,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Rage,Clone,Executioner,Elixir Golem,Skeleton Army,Witch,Balloon,Tornado,3,0
1415,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Lightning,Sparky,Skeletons,Elixir Golem,Executioner,Night Witch,Tornado,Zap,0,1
1416,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Mega Knight,Night Witch,Zap,Electro Wizard,Arrows,Bandit,Inferno Dragon,Lumberjack,1,0
1417,Sparky,Executioner,Mini P.E.K.K.A,Skeleton Army,Giant,Tornado,Zap,Bats,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,3,0
1418,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Skeletons,Wall Breakers,Miner,Valkyrie,Bats,Bomb Tower,The Log,Magic Archer,0,1
1419,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Ice Wizard,Knight,X-Bow,Tesla,Skeletons,The Log,Tornado,Rocket,1,0
1420,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Giant,Poison,Dark Prince,Electro Wizard,Mega Minion,Prince,The Log,Zap,1,0
1421,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Magic Archer,Poison,Bats,Wall Breakers,Miner,Bomb Tower,The Log,Valkyrie,1,0
1422,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Archers,Cannon Cart,Ice Golem,Poison,Giant Snowball,Bomb Tower,Graveyard,Mega Minion,0,1
1423,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Magic Archer,Mega Knight,Bats,Giant Snowball,Goblin Gang,Mini P.E.K.K.A,Wall Breakers,Miner,1,0
1424,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Giant,Sparky,Zap,Dark Prince,Minions,Minion Horde,Elixir Collector,Bandit,3,0
1425,Skeletons,Miner,Royal Giant,Tornado,Poison,The Log,Valkyrie,Executioner,Giant Skeleton,Flying Machine,Night Witch,Clone,Skeleton Barrel,The Log,Goblin Cage,Magic Archer,2,0
1426,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,Night Witch,Musketeer,Goblin Cage,Skeletons,Mega Knight,Graveyard,Poison,Giant Snowball,1,2
1427,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,Minions,Giant Skeleton,Princess,Zap,Valkyrie,Bats,Lumberjack,Skeleton Army,1,0
